"Occupation","Annual_Income","Monthly_Inhand_Salary","Num_Bank_Accounts","Num_Credit_Card","Interest_Rate","Num_of_Loan","Delay_from_due_date","Num_of_Delayed_Payment","Changed_Credit_Limit","Num_Credit_Inquiries","Credit_Mix","Outstanding_Debt","Credit_Utilization_Ratio","Payment_of_Min_Amount","Credit_Score"
"2",17933.84,1393.49,9,6,17,5,49,18,15.02,9,"1",1660.5,32,"1","1"
"2",17933.84,1393.49,9,6,17,5,49,20,15.02,9,"1",1660.5,39.6,"1","0"
"2",17933.84,1393.49,9,6,17,5,44,16,15.02,9,"1",1660.5,34.57,"1","1"
"2",17933.84,1393.49,9,6,17,5,49,18,15.02,9,"1",1660.5,34.89,"1","1"
"2",17933.84,1393.49,9,6,17,5,49,17,15.02,9,"1",1660.5,25.98,"1","1"
"2",17933.84,1393.49,9,6,17,5,49,18,11.02,9,"1",1660.5,35.19,"1","1"
"2",17933.84,1393.49,9,6,17,5,49,18,15.02,9,"1",1660.5,33.97,"1","1"
"1",12410,1097.17,3,5,11,7,29,20,19.5,6,"1",1286.88,32.75,"1","1"
"1",12410,1097.17,3,5,11,7,29,18,19.5,6,"1",1286.88,29.96,"1","1"
"1",12410,1097.17,3,5,11,7,29,20,13.5,6,"1",1286.88,33.82,"1","2"
"1",12410,1097.17,3,5,11,7,28,20,19.5,6,"1",1286.88,32.28,"1","2"
"1",12410,1097.17,3,5,11,7,29,20,19.5,6,"1",1286.88,24.55,"1","2"
"1",12410,1097.17,3,5,11,7,29,20,19.5,6,"1",1286.88,34.45,"1","1"
"1",12410,1097.17,3,5,11,7,29,19,19.5,6,"1",1286.88,26.04,"1","1"
"1",25428.7,2016.06,5,4,15,6,6,21,11.78,7,"1",1167.79,34.37,"1","1"
"1",25428.7,2016.06,5,4,15,6,6,21,10.78,7,"1",1167.79,30.79,"1","1"
"1",25428.7,2016.06,5,4,15,6,6,20,11.78,8,"1",1167.79,31.49,"1","1"
"1",25428.7,2016.06,5,4,15,6,6,18,11.78,7,"1",1167.79,35.58,"1","1"
"1",25428.7,2016.06,5,4,15,6,6,20,12.78,8,"1",1167.79,29.96,"1","1"
"1",25428.7,2016.06,5,4,15,6,6,20,16.78,8,"1",1167.79,36.66,"1","1"
"1",25428.7,2016.06,5,4,15,6,6,20,12.78,8,"1",1167.79,35.48,"1","1"
"1",25428.7,2016.06,5,4,15,6,6,18,4.78,8,"1",1167.79,36.03,"1","1"
"1",60770.22,4924.19,8,4,15,4,15,15,1.36,1,"1",176.02,37.07,"0","1"
"1",60770.22,4924.19,8,4,15,4,7,15,1.36,1,"1",176.02,40.47,"0","1"
"1",60770.22,4924.19,8,4,15,4,11,15,6.36,6,"1",176.02,37.14,"0","1"
"1",60770.22,4924.19,8,4,15,4,11,15,1.36,6,"1",176.02,39.21,"0","1"
"1",60770.22,4924.19,8,4,15,4,11,15,8.36,6,"1",176.02,34.53,"0","1"
"1",60770.22,4924.19,8,4,15,4,13,15,1.36,6,"1",176.02,29.81,"0","1"
"1",60770.22,4924.19,8,4,15,4,14,15,1.36,6,"1",176.02,35.04,"0","1"
"2",73378.32,5832.86,7,8,26,5,16,24,9.76,8,"0",2075.82,40.61,"1","0"
"2",73378.32,5832.86,7,8,26,5,16,23,9.76,8,"0",2075.82,36.66,"1","0"
"2",73378.32,5832.86,7,8,26,5,16,24,9.76,8,"0",2075.82,29.47,"1","0"
"2",73378.32,5832.86,7,8,26,5,16,24,9.76,8,"0",2075.82,34.3,"1","0"
"2",73378.32,5832.86,7,8,26,5,20,20,9.76,8,"0",2075.82,27.1,"1","0"
"2",73378.32,5832.86,7,8,26,5,16,23,11.76,8,"0",2075.82,40.01,"1","0"
"1",35139,2650.25,6,6,12,5,34,21,17.8,4,"1",234.49,33.37,"1","1"
"1",35139,2650.25,6,6,12,5,29,19,12.8,4,"1",234.49,28.72,"1","1"
"1",35139,2650.25,6,6,12,5,29,17,12.8,4,"1",234.49,28.32,"1","1"
"1",35139,2650.25,6,6,12,5,29,19,8.8,4,"1",234.49,33.48,"1","1"
"1",35139,2650.25,6,6,12,5,29,19,12.8,4,"1",234.49,40.63,"1","1"
"1",35139,2650.25,6,6,12,5,29,22,9.8,4,"1",234.49,29.25,"1","0"
"1",35139,2650.25,6,6,12,5,26,19,12.8,4,"1",234.49,32.13,"1","0"
"1",83722.16,7270.85,3,3,1,3,0,5,10.9,4,"2",964.15,39.79,"0","1"
"1",83722.16,7270.85,3,3,1,3,0,4,5.9,4,"2",964.15,43.15,"0","2"
"1",83722.16,7270.85,3,3,1,3,0,5,6.9,4,"2",964.15,31.52,"0","2"
"1",83722.16,7270.85,3,3,1,3,0,4,16.9,4,"2",964.15,24.59,"0","2"
"1",83722.16,7270.85,3,3,1,3,0,7,10.9,4,"2",964.15,24.27,"0","2"
"1",83722.16,7270.85,3,3,1,3,0,6,10.9,4,"2",964.15,42.05,"0","2"
"0",41012.42,3341.7,5,4,27,7,13,13,19.47,4,"1",1690.55,26.12,"1","0"
"0",41012.42,3341.7,5,4,27,7,13,11,22.47,4,"1",1690.55,26.47,"1","0"
"0",41012.42,3341.7,5,4,27,7,9,11,19.47,4,"1",1690.55,25.47,"1","0"
"0",41012.42,3341.7,5,4,27,7,8,14,14.47,4,"1",1690.55,30.39,"1","0"
"0",41012.42,3341.7,5,4,27,7,13,11,19.47,4,"1",1690.55,37.31,"1","0"
"0",41012.42,3341.7,5,4,27,7,13,11,14.47,4,"1",1690.55,31.65,"1","1"
"0",41012.42,3341.7,5,4,27,7,18,10,19.47,4,"1",1690.55,32.48,"1","0"
"0",41012.42,3341.7,5,4,27,7,13,9,14.47,4,"1",1690.55,30.69,"1","1"
"2",24821.36,2106.45,5,5,7,0,6,19,2.25,2,"1",298.88,26.91,"0","1"
"2",24821.36,2106.45,5,5,7,0,6,20,2.25,2,"1",298.88,25.31,"0","1"
"2",24821.36,2106.45,5,5,7,0,6,20,2.25,2,"1",298.88,27.63,"0","1"
"2",24821.36,2106.45,5,5,7,0,6,20,2.25,2,"1",298.88,35.79,"0","2"
"2",24821.36,2106.45,5,5,7,0,6,20,2.25,6,"1",298.88,26.18,"0","1"
"2",24821.36,2106.45,5,5,7,0,6,20,2.25,6,"1",298.88,25.18,"0","2"
"1",69860.18,5620.68,4,5,11,3,12,14,9.85,5,"1",859.03,35.62,"1","1"
"1",69860.18,5620.68,4,5,11,3,12,13,9.85,5,"1",859.03,36.41,"1","1"
"1",69860.18,5620.68,4,5,11,3,7,13,9.85,8,"1",859.03,32.03,"1","1"
"1",69860.18,5620.68,4,5,11,3,12,13,11.85,8,"1",859.03,26.53,"1","1"
"1",69860.18,5620.68,4,5,11,3,12,13,9.85,8,"1",859.03,26.62,"1","1"
"1",68041.56,5885.13,3,5,1,3,9,9,11.55,4,"2",844.81,31.61,"0","1"
"1",68041.56,5885.13,3,5,1,3,9,10,11.55,4,"2",844.81,35.83,"0","1"
"1",68041.56,5885.13,3,5,1,3,9,9,11.55,4,"2",844.81,37.7,"0","2"
"1",68041.56,5885.13,3,5,1,3,9,6,11.55,4,"2",844.81,32.55,"0","1"
"1",68041.56,5885.13,3,5,1,3,9,9,14.55,8,"2",844.81,33.09,"0","2"
"2",104849.82,8744.49,4,6,18,0,29,14,18.28,1,"1",1439.21,34.83,"1","1"
"2",18146.26,1442.19,7,7,23,5,29,13,15.25,11,"1",1708.57,32.06,"1","0"
"2",18146.26,1442.19,7,7,23,5,28,14,15.25,11,"1",1708.57,35.25,"1","0"
"2",18146.26,1442.19,7,7,23,5,26,16,15.25,14,"1",1708.57,38.61,"1","0"
"2",18146.26,1442.19,7,7,23,5,26,16,13.25,14,"1",1708.57,34.18,"1","0"
"2",18146.26,1442.19,7,7,23,5,26,16,15.25,14,"1",1708.57,25.79,"1","0"
"2",18146.26,1442.19,7,7,23,5,30,16,15.25,14,"1",1708.57,24.84,"1","1"
"2",21075.82,1701.32,8,3,10,1,14,18,8.87,2,"1",749.5,24.46,"1","1"
"2",21075.82,1701.32,8,3,10,1,18,18,8.87,2,"1",749.5,31.53,"1","1"
"2",21075.82,1701.32,8,3,10,1,18,16,15.87,2,"1",749.5,38.82,"1","1"
"2",21075.82,1701.32,8,3,10,1,16,20,14.87,2,"1",749.5,35.18,"1","1"
"2",21075.82,1701.32,8,3,10,1,14,19,8.87,2,"1",749.5,34.01,"1","1"
"2",21075.82,1701.32,8,3,10,1,14,19,9.87,2,"1",749.5,37.19,"1","1"
"2",21075.82,1701.32,8,3,10,1,14,19,8.87,2,"1",749.5,25.27,"1","1"
"2",23079.29,1755.27,3,5,8,3,7,16,4.66,1,"2",850.79,28.32,"0","1"
"2",23079.29,1755.27,3,5,8,3,7,13,4.66,6,"2",850.79,36.75,"0","1"
"2",23079.29,1755.27,3,5,8,3,7,13,4.66,6,"2",850.79,24.79,"0","2"
"2",23079.29,1755.27,3,5,8,3,5,13,6.66,6,"2",850.79,25.1,"0","2"
"2",23079.29,1755.27,3,5,8,3,7,14,4.66,6,"2",850.79,35.81,"0","2"
"2",23079.29,1755.27,3,5,8,3,7,13,4.66,6,"2",850.79,34.22,"0","2"
"2",23079.29,1755.27,3,5,8,3,7,15,-0.34,6,"2",850.79,34.44,"0","2"
"2",85770.42,7386.54,4,6,3,2,12,6,7.15,2,"2",257.8,29.25,"0","1"
"2",85770.42,7386.54,4,6,3,2,13,9,7.15,2,"2",257.8,35.12,"0","1"
"2",85770.42,7386.54,4,6,3,2,13,9,4.15,2,"2",257.8,28.72,"0","1"
"2",85770.42,7386.54,4,6,3,2,13,9,7.15,2,"2",257.8,33.16,"0","2"
"0",102023.4,8535.95,6,5,6,0,16,20,11.41,8,"2",271.96,28.99,"0","1"
"2",18983.07,1383.92,1,3,6,0,0,5,8.68,0,"2",1008.2,38.72,"0","1"
"2",18983.07,1383.92,1,3,6,0,0,7,8.68,0,"2",1008.2,30.15,"0","1"
"2",18983.07,1383.92,1,3,6,0,0,5,8.68,0,"2",1008.2,40.82,"0","1"
"2",18983.07,1383.92,1,3,6,0,0,5,8.68,0,"2",1008.2,36,"0","1"
"2",18983.07,1383.92,1,3,6,0,0,5,8.68,0,"2",1008.2,33.56,"0","1"
"2",18983.07,1383.92,1,3,6,0,0,5,8.68,0,"2",1008.2,31.68,"0","1"
"2",18983.07,1383.92,1,3,6,0,0,5,8.68,0,"2",1008.2,36.26,"0","2"
"2",18983.07,1383.92,1,3,6,0,0,5,8.68,0,"2",1008.2,29.73,"0","2"
"2",19547.06,1486.92,3,2,8,3,20,11,5.14,1,"2",824.36,35.74,"0","2"
"2",19547.06,1486.92,3,2,8,3,15,12,5.14,1,"2",824.36,25.3,"0","2"
"2",19547.06,1486.92,3,2,8,3,15,11,5.14,5,"2",824.36,25.38,"0","2"
"2",19547.06,1486.92,3,2,8,3,15,12,5.14,5,"2",824.36,26.27,"0","2"
"2",19547.06,1486.92,3,2,8,3,15,12,5.14,5,"2",824.36,28.57,"0","2"
"2",19547.06,1486.92,3,2,8,3,18,12,5.14,5,"2",824.36,29.18,"0","2"
"2",19547.06,1486.92,3,2,8,3,15,12,5.14,5,"2",824.36,29.13,"0","2"
"2",34266.08,3038.51,8,9,21,6,13,10,7.07,7,"1",1843.93,26.66,"1","1"
"2",34266.08,3038.51,8,9,21,6,22,11,10.07,7,"1",1843.93,25.12,"1","1"
"2",34266.08,3038.51,8,9,21,6,12,11,10.07,7,"1",1843.93,24.45,"1","0"
"2",34266.08,3038.51,8,9,21,6,17,10,17.07,7,"1",1843.93,28.54,"1","0"
"2",34266.08,3038.51,8,9,21,6,17,10,10.07,7,"1",1843.93,30.65,"1","0"
"2",34266.08,3038.51,8,9,21,6,19,13,10.07,7,"1",1843.93,27.39,"1","0"
"2",34266.08,3038.51,8,9,21,6,17,11,10.07,7,"1",1843.93,26.17,"1","0"
"2",34266.08,3038.51,8,9,21,6,17,10,10.07,7,"1",1843.93,27.52,"1","0"
"2",69014.48,5467.21,10,6,25,7,43,22,14.28,9,"0",2313.63,27.09,"1","0"
"2",69014.48,5467.21,10,6,25,7,43,22,14.28,9,"0",2313.63,39.92,"1","0"
"2",69014.48,5467.21,10,6,25,7,44,24,9.28,12,"0",2313.63,27.06,"1","0"
"2",69014.48,5467.21,10,6,25,7,43,22,14.28,12,"0",2313.63,29.48,"1","0"
"2",69014.48,5467.21,10,6,25,7,43,22,14.28,12,"0",2313.63,37.58,"1","0"
"0",67730,5697.17,3,4,8,0,10,3,1.63,3,"2",626.34,32.42,"0","1"
"0",67730,5697.17,3,4,8,0,10,0,1.63,3,"2",626.34,40.24,"0","2"
"0",67730,5697.17,3,4,8,0,10,3,-3.37,3,"2",626.34,34,"0","2"
"0",67730,5697.17,3,4,8,0,10,3,-0.37,3,"2",626.34,27.5,"0","2"
"0",67730,5697.17,3,4,8,0,10,3,1.63,3,"2",626.34,37.63,"0","1"
"0",67730,5697.17,3,4,8,0,13,3,1.63,3,"2",626.34,32.43,"0","2"
"0",67730,5697.17,3,4,8,0,10,3,0.63,3,"2",626.34,25.59,"0","2"
"0",67730,5697.17,4,5,8,0,10,3,1.63,3,"2",626.34,32.91,"0","1"
"1",90074.64,7233.22,0,7,9,3,0,13,11.12,2,"2",1454.14,30.03,"0","1"
"1",90074.64,7233.22,0,7,9,3,0,8,11.12,2,"2",1454.14,26.32,"0","1"
"1",90074.64,7233.22,0,7,9,3,0,11,11.12,2,"2",1454.14,33.43,"0","2"
"1",90074.64,7233.22,0,7,9,3,5,11,11.12,2,"2",1454.14,26.89,"0","1"
"1",90074.64,7233.22,0,7,9,3,0,11,11.12,2,"2",1454.14,40.1,"0","1"
"1",90074.64,7233.22,0,7,9,3,0,9,6.12,2,"2",1454.14,25.77,"0","1"
"1",90074.64,7233.22,0,7,9,3,1,11,11.12,7,"2",1454.14,32.79,"0","2"
"1",37539.84,3404.32,1,6,12,0,6,11,2.34,3,"2",31.11,30.36,"0","2"
"1",37539.84,3404.32,1,6,12,0,8,8,2.34,3,"2",31.11,30.53,"0","2"
"1",37539.84,3404.32,0,5,12,0,2,12,2.34,3,"2",31.11,37.07,"0","2"
"1",37539.84,3404.32,0,5,12,0,6,11,2.34,3,"2",31.11,31.3,"0","2"
"1",37539.84,3404.32,0,5,12,0,7,11,2.34,5,"2",31.11,30.25,"0","2"
"1",37539.84,3404.32,0,5,12,0,6,11,7.34,3,"2",31.11,29.28,"0","2"
"1",37539.84,3404.32,0,5,12,0,6,14,2.34,5,"2",31.11,27.06,"0","2"
"1",37539.84,3404.32,0,5,12,0,8,9,2.34,5,"2",31.11,38.98,"0","1"
"1",20357.29,1720.44,3,5,16,2,16,19,11.81,4,"1",2552.06,24.65,"1","0"
"1",20357.29,1720.44,3,5,16,2,16,22,9.81,4,"1",2552.06,33.54,"1","1"
"1",20357.29,1720.44,3,5,16,2,16,19,9.81,4,"1",2552.06,36.64,"1","0"
"1",20357.29,1720.44,3,5,16,2,19,19,2.81,4,"1",2552.06,28.12,"1","1"
"1",20357.29,1720.44,3,5,16,2,17,19,9.81,4,"1",2552.06,24.29,"1","0"
"1",20357.29,1720.44,3,5,16,2,16,19,9.81,4,"1",2552.06,30.28,"1","0"
"1",20357.29,1720.44,3,5,16,2,12,16,9.81,4,"1",2552.06,33.94,"1","0"
"1",20357.29,1720.44,3,5,16,2,16,19,9.81,4,"1",2552.06,27.5,"1","0"
"1",29111.07,2501.92,8,6,11,2,19,18,20.43,7,"1",279.95,24.18,"1","1"
"1",29111.07,2501.92,8,6,11,2,19,18,13.43,10,"1",279.95,37.14,"1","1"
"1",29111.07,2501.92,8,6,11,2,20,19,18.43,10,"1",279.95,28.19,"1","1"
"1",29111.07,2501.92,8,6,11,2,19,18,13.43,10,"1",279.95,30.59,"1","1"
"1",29111.07,2501.92,8,6,11,2,19,17,13.43,10,"1",279.95,37.21,"1","1"
"1",29111.07,2501.92,8,6,11,2,19,18,13.43,10,"1",279.95,25.34,"1","1"
"1",30617.5,2348.46,8,6,20,6,52,19,12.16,12,"1",2058.93,27.42,"1","0"
"0",106418.67,8961.22,3,6,15,3,14,17,19.31,7,"1",848.03,28.5,"1","1"
"0",106418.67,8961.22,3,6,15,3,17,18,19.31,7,"1",848.03,32.67,"1","1"
"0",106418.67,8961.22,3,6,15,3,17,15,19.31,12,"1",848.03,32.41,"1","0"
"0",109600.95,9336.41,4,7,1,3,14,5,3.93,1,"2",141.08,27.43,"0","1"
"0",109600.95,9336.41,4,7,1,3,14,5,3.93,1,"2",141.08,30.17,"0","1"
"0",109600.95,9336.41,4,7,1,3,14,4,3.93,3,"2",141.08,30.31,"0","2"
"0",109600.95,9336.41,4,7,1,3,14,4,0.93,3,"2",141.08,27.71,"0","1"
"0",84384.96,6862.08,6,6,10,4,9,15,16.54,0,"1",1004.8,29.51,"1","1"
"0",84384.96,6862.08,6,6,10,4,5,15,11.54,0,"1",1004.8,41.92,"1","1"
"0",84384.96,6862.08,6,6,10,4,9,15,16.54,2,"1",1004.8,39.94,"1","2"
"0",84384.96,6862.08,6,6,10,4,9,15,16.54,2,"1",1004.8,37.78,"1","2"
"0",84384.96,6862.08,6,6,10,4,11,15,16.54,2,"1",1004.8,31.66,"1","2"
"0",84384.96,6862.08,6,6,10,4,12,15,16.54,2,"1",1004.8,30.6,"1","2"
"0",84384.96,6862.08,6,6,10,4,9,14,14.54,2,"1",1004.8,39.83,"1","1"
"0",15258.95,1508.58,3,6,1,0,1,5,10.06,5,"2",1075.37,25.52,"0","2"
"0",15258.95,1508.58,3,6,1,0,1,5,10.06,5,"2",1075.37,29.64,"0","2"
"0",15258.95,1508.58,3,6,1,0,3,6,10.06,5,"2",1075.37,37.04,"0","2"
"0",15258.95,1508.58,3,6,1,0,1,5,10.06,5,"2",1075.37,25.35,"0","2"
"1",24894.05,2371.5,8,3,8,0,22,10,7.3,4,"1",86.43,27.85,"0","1"
"1",24894.05,2371.5,8,3,8,0,21,13,2.3,4,"1",86.43,36.22,"0","1"
"1",24894.05,2371.5,8,3,8,0,21,10,2.3,4,"1",86.43,37.43,"0","1"
"1",24894.05,2371.5,8,3,8,0,21,12,2.3,5,"1",86.43,32.77,"0","1"
"1",24894.05,2371.5,8,3,8,0,21,10,2.3,5,"1",86.43,32.1,"0","1"
"1",24894.05,2371.5,8,3,8,0,23,10,2.3,5,"1",86.43,33.84,"0","1"
"2",72140.07,5777.67,6,5,9,1,23,11,19.52,4,"1",638.12,28.15,"1","1"
"2",72140.07,5777.67,6,5,9,1,23,14,19.52,4,"1",638.12,32.5,"1","1"
"2",72140.07,5777.67,6,5,9,1,23,12,24.52,5,"1",638.12,27.33,"1","1"
"2",72140.07,5777.67,6,5,9,1,23,9,19.52,5,"1",638.12,33.24,"1","1"
"2",53643.9,4696.32,9,5,15,5,47,22,6.31,12,"0",2935.85,34.78,"1","0"
"2",53643.9,4696.32,9,5,15,5,46,23,6.31,12,"0",2935.85,27.97,"1","1"
"1",33405.74,2485.81,3,6,20,1,29,8,7.77,0,"1",196.3,35.23,"1","1"
"1",33405.74,2485.81,3,6,20,1,29,8,7.77,0,"1",196.3,25.09,"1","1"
"1",33405.74,2485.81,3,6,20,1,27,6,7.77,0,"1",196.3,29.5,"1","1"
"1",33405.74,2485.81,3,6,20,1,29,7,6.77,0,"1",196.3,39.71,"1","1"
"1",33405.74,2485.81,3,6,20,1,28,8,7.77,0,"1",196.3,38.73,"1","1"
"1",33405.74,2485.81,3,6,20,1,29,8,7.77,0,"1",196.3,38.59,"1","1"
"1",33405.74,2485.81,3,6,20,1,29,10,7.77,4,"1",196.3,36.78,"1","1"
"2",122710.12,10368.84,0,6,3,3,17,12,1.74,3,"2",1025.92,43.23,"0","0"
"1",51031.6,4180.63,4,6,16,3,13,8,10.54,1,"1",1437.83,29.17,"0","1"
"1",51031.6,4180.63,4,6,16,3,11,11,10.54,1,"1",1437.83,26.51,"0","1"
"1",51031.6,4180.63,4,6,16,3,13,11,10.54,1,"1",1437.83,24.79,"0","1"
"1",51031.6,4180.63,4,6,16,3,13,12,10.54,1,"1",1437.83,38.39,"0","1"
"1",51031.6,4180.63,4,6,16,3,13,11,10.54,1,"1",1437.83,27.66,"0","1"
"1",51031.6,4180.63,4,6,16,3,13,12,6.54,1,"1",1437.83,38.6,"0","1"
"1",51031.6,4180.63,4,6,16,3,18,11,10.54,1,"1",1437.83,34.36,"0","1"
"1",51031.6,4180.63,4,6,16,3,12,11,10.54,1,"1",1437.83,24.74,"0","1"
"2",70556.92,6078.74,7,6,16,6,50,24,9.67,11,"0",1260.11,32.81,"1","1"
"2",70556.92,6078.74,7,6,16,6,45,23,4.67,11,"0",1260.11,30.36,"1","0"
"2",70556.92,6078.74,7,6,16,6,50,24,4.67,11,"0",1260.11,24.07,"1","0"
"2",70556.92,6078.74,7,6,16,6,50,24,4.67,11,"0",1260.11,31.2,"1","1"
"0",76881.84,6529.82,3,7,6,1,3,7,11.03,4,"2",257.87,42.65,"0","1"
"0",76881.84,6529.82,3,7,6,1,3,7,11.03,4,"2",257.87,26.84,"0","1"
"0",76881.84,6529.82,3,7,6,1,3,7,11.03,9,"2",257.87,37.97,"0","1"
"0",76881.84,6529.82,3,7,6,1,3,9,11.03,9,"2",257.87,36.73,"0","1"
"0",76881.84,6529.82,3,7,6,1,7,7,11.03,9,"2",257.87,37.64,"0","1"
"0",76881.84,6529.82,3,7,6,1,0,10,17.03,9,"2",257.87,37.13,"0","1"
"0",76881.84,6529.82,3,7,6,1,-1,7,11.03,9,"2",257.87,41.71,"0","1"
"0",29482.06,2395.84,8,3,9,2,7,19,14.09,5,"1",668.5,41.04,"1","1"
"0",29482.06,2395.84,8,3,9,2,9,20,14.09,5,"1",668.5,35.74,"1","1"
"0",29482.06,2395.84,8,3,9,2,9,19,14.09,5,"1",668.5,22.64,"1","1"
"0",29482.06,2395.84,8,3,9,2,13,19,14.09,5,"1",668.5,40.01,"1","1"
"0",29482.06,2395.84,8,3,9,2,9,19,14.09,5,"1",668.5,32.4,"1","1"
"0",29482.06,2395.84,8,3,9,2,9,20,14.09,10,"1",668.5,25.73,"1","1"
"0",29482.06,2395.84,8,3,9,2,12,19,14.09,10,"1",668.5,28.38,"1","1"
"0",29482.06,2395.84,8,3,9,2,9,22,14.09,5,"1",668.5,30.41,"1","1"
"2",31501.87,2482.16,5,3,16,2,23,17,15.25,3,"1",333.02,37.89,"1","1"
"2",31501.87,2482.16,5,3,16,2,23,13,15.25,3,"1",333.02,36.7,"1","1"
"2",31501.87,2482.16,5,3,16,2,23,15,15.25,3,"1",333.02,39.51,"1","1"
"2",31501.87,2482.16,5,3,16,2,20,16,15.25,3,"1",333.02,26.77,"1","1"
"2",31501.87,2482.16,5,3,16,2,23,14,13.25,3,"1",333.02,34.76,"1","1"
"2",31501.87,2482.16,5,3,16,2,23,13,15.25,3,"1",333.02,38.01,"1","2"
"1",106694.82,8959.24,6,6,12,0,27,14,7.49,7,"2",429.41,35.15,"0","1"
"1",125866.24,10420.85,5,4,17,3,23,17,17.46,7,"1",717.86,40.36,"1","1"
"1",125866.24,10420.85,5,4,17,3,23,12,17.46,7,"1",717.86,36.75,"1","1"
"1",66519.63,5759.3,5,3,8,2,26,11,1.12,2,"1",64.27,38.28,"0","1"
"1",66519.63,5759.3,5,3,8,2,21,11,1.12,2,"1",64.27,35.45,"0","1"
"1",66519.63,5759.3,5,3,8,2,21,11,1.12,2,"1",64.27,35.39,"0","1"
"1",66519.63,5759.3,5,3,8,2,22,11,1.12,2,"1",64.27,37.71,"0","1"
"1",66519.63,5759.3,5,3,8,2,21,8,1.12,2,"1",64.27,40.24,"0","1"
"1",66519.63,5759.3,5,3,8,2,21,13,1.12,2,"1",64.27,25.98,"0","1"
"0",33494.36,2677.2,9,9,28,8,55,25,8.78,9,"0",3304.83,30.17,"1","0"
"0",33494.36,2677.2,9,9,28,8,55,25,8.78,9,"0",3304.83,25.65,"1","0"
"0",33494.36,2677.2,9,9,28,8,55,25,10.78,9,"0",3304.83,38.34,"1","1"
"0",33494.36,2677.2,9,9,28,8,55,25,8.78,9,"0",3304.83,34.68,"1","0"
"0",33494.36,2677.2,9,9,28,8,55,25,10.78,9,"0",3304.83,35.4,"1","0"
"0",33494.36,2677.2,9,9,28,8,55,25,8.78,9,"0",3304.83,30.27,"1","0"
"0",33494.36,2677.2,9,9,28,8,55,23,4.78,9,"0",3304.83,24.27,"1","0"
"0",33494.36,2677.2,9,9,28,8,52,28,8.78,9,"0",3304.83,39.16,"1","0"
"2",14189.3,973.44,8,3,23,2,10,9,16.02,12,"1",1281.77,38.31,"1","0"
"2",14189.3,973.44,8,3,23,2,13,9,15.02,12,"1",1281.77,34.84,"1","1"
"2",14189.3,973.44,8,3,23,2,10,10,16.02,12,"1",1281.77,28.44,"1","0"
"2",14189.3,973.44,8,3,23,2,10,9,15.02,12,"1",1281.77,28.68,"1","1"
"2",14189.3,973.44,8,3,23,2,13,9,15.02,12,"1",1281.77,34.57,"1","0"
"2",14189.3,973.44,8,3,23,2,15,9,15.02,12,"1",1281.77,31.3,"1","0"
"2",14189.3,973.44,8,3,23,2,10,9,17.02,12,"1",1281.77,24.98,"1","0"
"2",14189.3,973.44,8,3,23,2,12,11,15.02,12,"1",1281.77,34.23,"1","0"
"2",31254.23,2665.52,0,6,4,4,12,2,8.94,1,"2",783.52,38.36,"0","2"
"2",31254.23,2665.52,0,6,4,4,7,2,8.94,1,"2",783.52,40.24,"0","2"
"2",31254.23,2665.52,0,6,4,4,12,2,15.94,1,"2",783.52,26.34,"0","2"
"2",31254.23,2665.52,0,6,4,4,7,2,8.94,1,"2",783.52,24.11,"0","2"
"2",31254.23,2665.52,0,6,4,4,12,2,9.94,6,"2",783.52,36.81,"0","1"
"1",26440.13,2173.34,5,6,12,4,28,15,6.79,4,"2",68.29,40.73,"0","2"
"1",26440.13,2173.34,5,6,12,4,28,15,6.79,4,"2",68.29,30.61,"0","2"
"1",26440.13,2173.34,5,6,12,4,28,15,12.79,5,"2",68.29,34.78,"0","2"
"1",26440.13,2173.34,5,6,12,4,28,14,6.79,5,"2",68.29,23.87,"0","2"
"1",26440.13,2173.34,5,6,12,4,28,15,6.79,5,"2",68.29,28.29,"0","2"
"1",26440.13,2173.34,5,6,12,4,28,15,6.79,5,"2",68.29,30.17,"0","2"
"1",26440.13,2173.34,5,6,12,4,28,16,6.79,5,"2",68.29,29.85,"0","2"
"1",20066.6,1732.22,7,3,10,4,20,9,18.78,6,"1",491.75,23.9,"1","1"
"1",20066.6,1732.22,7,3,10,4,20,9,18.78,6,"1",491.75,35.18,"1","1"
"1",20066.6,1732.22,7,3,10,4,20,6,16.78,6,"1",491.75,25.6,"1","1"
"1",20066.6,1732.22,7,3,10,4,20,9,13.78,6,"1",491.75,26.41,"1","1"
"1",20066.6,1732.22,7,3,10,4,20,9,18.78,6,"1",491.75,35.84,"1","1"
"1",20066.6,1732.22,7,3,10,4,20,9,18.78,9,"1",491.75,25.48,"1","1"
"1",9824.31,707.69,7,4,17,0,25,19,0.96,0,"1",1233.96,32.04,"0","1"
"1",9824.31,707.69,7,4,17,0,25,23,0.96,5,"1",1233.96,28.51,"0","1"
"1",9824.31,707.69,7,4,17,0,24,20,0.96,5,"1",1233.96,37.35,"0","2"
"1",9824.31,707.69,7,4,17,0,24,17,0.96,5,"1",1233.96,25.5,"0","2"
"1",9824.31,707.69,7,4,17,0,25,22,0.96,5,"1",1233.96,29.86,"0","2"
"1",9824.31,707.69,7,4,17,0,25,17,0.96,5,"1",1233.96,25.82,"0","2"
"0",15908.46,1426.7,9,9,24,8,18,15,1.74,10,"0",3099.7,26.08,"1","0"
"0",15908.46,1426.7,9,9,24,8,23,15,1.74,10,"0",3099.7,26.56,"1","0"
